Description	Resource	Path	Location	Type
#1487-D (MISRA-C:2004 12.2/R) The value of an expression shall be the same under any order of evaluation that the standard permits	DC_motor.c	/LiCar/HAL/DC_motor	line 168	C/C++ Problem
#1487-D (MISRA-C:2004 12.2/R) The value of an expression shall be the same under any order of evaluation that the standard permits	DC_motor.c	/LiCar/HAL/DC_motor	line 164	C/C++ Problem
#1487-D (MISRA-C:2004 12.2/R) The value of an expression shall be the same under any order of evaluation that the standard permits	DC_motor.c	/LiCar/HAL/DC_motor	line 163	C/C++ Problem
#1487-D (MISRA-C:2004 12.2/R) The value of an expression shall be the same under any order of evaluation that the standard permits	DC_motor.c	/LiCar/HAL/DC_motor	line 160	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	DC_motor.c	/LiCar/HAL/DC_motor	line 209	C/C++ Problem
#1487-D (MISRA-C:2004 12.2/R) The value of an expression shall be the same under any order of evaluation that the standard permits	DC_motor.c	/LiCar/HAL/DC_motor	line 158	C/C++ Problem
#1487-D (MISRA-C:2004 12.2/R) The value of an expression shall be the same under any order of evaluation that the standard permits	DC_motor.c	/LiCar/HAL/DC_motor	line 156	C/C++ Problem
#1487-D (MISRA-C:2004 12.2/R) The value of an expression shall be the same under any order of evaluation that the standard permits	DC_motor.c	/LiCar/HAL/DC_motor	line 155	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	DC_motor.c	/LiCar/HAL/DC_motor	line 210	C/C++ Problem
#1487-D (MISRA-C:2004 12.2/R) The value of an expression shall be the same under any order of evaluation that the standard permits	DC_motor.c	/LiCar/HAL/DC_motor	line 151	C/C++ Problem
#1430-D (MISRA-C:2004 19.10/R) In the definition of a function-like macro each instance of a parameter shall be enclosed in parentheses unless it is used as the operand of # or ##. The compiler cannot determine if the parameter "ui32RGBColor" is used as an operand of # or ##.	.ccsproject	/LiCar	line 68, external location: C:\ti\TivaWare_C_Series-2.2.0.295\driverlib\lcd.h	C/C++ Problem
#1428-D (MISRA-C:2004 19.7/A) A function should be used in preference to a function-like macro	.ccsproject	/LiCar	line 84, external location: C:\ti\TivaWare_C_Series-2.2.0.295\driverlib\lcd.h	C/C++ Problem
#1428-D (MISRA-C:2004 19.7/A) A function should be used in preference to a function-like macro	.ccsproject	/LiCar	line 68, external location: C:\ti\TivaWare_C_Series-2.2.0.295\driverlib\lcd.h	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	DC_motor.c	/LiCar/HAL/DC_motor	line 215	C/C++ Problem
#1428-D (MISRA-C:2004 19.7/A) A function should be used in preference to a function-like macro	.ccsproject	/LiCar	line 204, external location: C:\ti\ccsv7\tools\compiler\ti-cgt-arm_16.9.4.LTS\include\stdint.h	C/C++ Problem
#1428-D (MISRA-C:2004 19.7/A) A function should be used in preference to a function-like macro	.ccsproject	/LiCar	line 203, external location: C:\ti\ccsv7\tools\compiler\ti-cgt-arm_16.9.4.LTS\include\stdint.h	C/C++ Problem
#1428-D (MISRA-C:2004 19.7/A) A function should be used in preference to a function-like macro	.ccsproject	/LiCar	line 199, external location: C:\ti\ccsv7\tools\compiler\ti-cgt-arm_16.9.4.LTS\include\stdint.h	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	DC_motor.c	/LiCar/HAL/DC_motor	line 216	C/C++ Problem
#1428-D (MISRA-C:2004 19.7/A) A function should be used in preference to a function-like macro	.ccsproject	/LiCar	line 198, external location: C:\ti\ccsv7\tools\compiler\ti-cgt-arm_16.9.4.LTS\include\stdint.h	C/C++ Problem
#1428-D (MISRA-C:2004 19.7/A) A function should be used in preference to a function-like macro	.ccsproject	/LiCar	line 195, external location: C:\ti\ccsv7\tools\compiler\ti-cgt-arm_16.9.4.LTS\include\stdint.h	C/C++ Problem
#1428-D (MISRA-C:2004 19.7/A) A function should be used in preference to a function-like macro	.ccsproject	/LiCar	line 194, external location: C:\ti\ccsv7\tools\compiler\ti-cgt-arm_16.9.4.LTS\include\stdint.h	C/C++ Problem
#1428-D (MISRA-C:2004 19.7/A) A function should be used in preference to a function-like macro	.ccsproject	/LiCar	line 193, external location: C:\ti\ccsv7\tools\compiler\ti-cgt-arm_16.9.4.LTS\include\stdint.h	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	DC_motor.c	/LiCar/HAL/DC_motor	line 221	C/C++ Problem
#1428-D (MISRA-C:2004 19.7/A) A function should be used in preference to a function-like macro	.ccsproject	/LiCar	line 192, external location: C:\ti\ccsv7\tools\compiler\ti-cgt-arm_16.9.4.LTS\include\stdint.h	C/C++ Problem
#1428-D (MISRA-C:2004 19.7/A) A function should be used in preference to a function-like macro	.ccsproject	/LiCar	line 191, external location: C:\ti\ccsv7\tools\compiler\ti-cgt-arm_16.9.4.LTS\include\stdint.h	C/C++ Problem
#1428-D (MISRA-C:2004 19.7/A) A function should be used in preference to a function-like macro	.ccsproject	/LiCar	line 190, external location: C:\ti\ccsv7\tools\compiler\ti-cgt-arm_16.9.4.LTS\include\stdint.h	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	DC_motor.c	/LiCar/HAL/DC_motor	line 222	C/C++ Problem
#1428-D (MISRA-C:2004 19.7/A) A function should be used in preference to a function-like macro	.ccsproject	/LiCar	line 100, external location: C:\ti\TivaWare_C_Series-2.2.0.295\driverlib\lcd.h	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	DC_motor.c	/LiCar/HAL/DC_motor	line 221	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	DC_motor.c	/LiCar/HAL/DC_motor	line 222	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	DC_motor.c	/LiCar/HAL/DC_motor	line 216	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	DC_motor.c	/LiCar/HAL/DC_motor	line 227	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	DC_motor.c	/LiCar/HAL/DC_motor	line 215	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	DC_motor.c	/LiCar/HAL/DC_motor	line 227	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	DC_motor.c	/LiCar/HAL/DC_motor	line 210	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	DC_motor.c	/LiCar/HAL/DC_motor	line 228	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	DC_motor.c	/LiCar/HAL/DC_motor	line 209	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	DC_motor.c	/LiCar/HAL/DC_motor	line 204	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	DC_motor.c	/LiCar/HAL/DC_motor	line 228	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	DC_motor.c	/LiCar/HAL/DC_motor	line 203	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	DC_motor.c	/LiCar/HAL/DC_motor	line 233	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	DC_motor.c	/LiCar/HAL/DC_motor	line 186	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	DC_motor.c	/LiCar/HAL/DC_motor	line 233	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	DC_motor.c	/LiCar/HAL/DC_motor	line 184	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	DC_motor.c	/LiCar/HAL/DC_motor	line 234	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	DC_motor.c	/LiCar/HAL/DC_motor	line 182	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	DC_motor.c	/LiCar/HAL/DC_motor	line 181	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	DC_motor.c	/LiCar/HAL/DC_motor	line 234	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	DC_motor.c	/LiCar/HAL/DC_motor	line 180	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	DC_motor.c	/LiCar/HAL/DC_motor	line 177	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	DC_motor.c	/LiCar/HAL/DC_motor	line 245	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	DC_motor.c	/LiCar/HAL/DC_motor	line 176	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	DC_motor.c	/LiCar/HAL/DC_motor	line 245	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	DC_motor.c	/LiCar/HAL/DC_motor	line 173	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	DC_motor.c	/LiCar/HAL/DC_motor	line 246	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	DC_motor.c	/LiCar/HAL/DC_motor	line 171	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	DC_motor.c	/LiCar/HAL/DC_motor	line 246	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	DC_motor.c	/LiCar/HAL/DC_motor	line 169	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	DC_motor.c	/LiCar/HAL/DC_motor	line 247	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	DC_motor.c	/LiCar/HAL/DC_motor	line 168	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	DC_motor.c	/LiCar/HAL/DC_motor	line 247	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	DC_motor.c	/LiCar/HAL/DC_motor	line 167	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	DC_motor.c	/LiCar/HAL/DC_motor	line 248	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	DC_motor.c	/LiCar/HAL/DC_motor	line 164	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	DC_motor.c	/LiCar/HAL/DC_motor	line 248	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	DC_motor.c	/LiCar/HAL/DC_motor	line 163	C/C++ Problem
